customer_id,customer_name,segment,city,state,postal_code,region
CR-12625,Corey Roper,Home Office,Lakewood,New Jersey,8701,East
CR-12730,Craig Reiter,Consumer,Columbus,Ohio,43229,East
CR-12820,Cyra Reiten,Home Office,New York City,New York,10035,East
CS-11845,Cari Sayre,Corporate,Seattle,Washington,98105,West
CS-11860,Cari Schnelling,Consumer,Jacksonville,North Carolina,28540,South
CS-11950,Carlos Soltero,Consumer,Chicago,Illinois,60610,Central
CS-12130,Chad Sievert,Consumer,Los Angeles,California,90004,West
CS-12175,Charles Sheldon,Corporate,Columbia,Tennessee,38401,South
CS-12250,Chris Selesnick,Corporate,Bossier City,Louisiana,71111,South
CS-12355,Christine Sundaresam,Consumer,Roswell,Georgia,30076,South
CS-12400,Christopher Schild,Home Office,Chicago,Illinois,60623,Central
CS-12460,Chuck Sachs,Consumer,Columbus,Georgia,31907,South
CS-12490,Cindy Schnelling,Corporate,Conroe,Texas,77301,Central
CS-12505,Cindy Stewart,Consumer,Thomasville,North Carolina,27360,South
CT-11995,Carol Triggs,Consumer,Rochester,Minnesota,55901,Central
CV-12295,Christina VanderZanden,Consumer,Fresno,California,93727,West
CV-12805,Cynthia Voltz,Corporate,New York City,New York,10035,East
CW-11905,Carl Weiss,Home Office,Huntsville,Texas,77340,Central
CY-12745,Craig Yedwab,Corporate,Oakland,California,94601,West
Co-12640,Corey-Lock,Consumer,Philadelphia,Pennsylvania,19143,East
DA-13450,Dianna Arnett,Home Office,Houston,Texas,77095,Central
DB-12910,Daniel Byrd,Home Office,Tampa,Florida,33614,South
DB-12970,Darren Budd,Corporate,Los Angeles,California,90004,West
DB-13060,Dave Brooks,Consumer,Seattle,Washington,98115,West
DB-13120,David Bremer,Corporate,Santa Clara,California,95051,West
DB-13210,Dean Braden,Consumer,Houston,Texas,77041,Central
DB-13270,Deborah Brumfield,Home Office,San Diego,California,92024,West
DB-13360,Dennis Bolton,Home Office,New York City,New York,10009,East
DB-13405,Denny Blanton,Consumer,La Porte,Indiana,46350,Central
DB-13555,Dorothy Badders,Corporate,Jacksonville,Florida,32216,South
DB-13615,Doug Bickford,Consumer,Los Angeles,California,90045,West
DB-13660,Duane Benoit,Consumer,Oceanside,New York,11572,East
DC-12850,Dan Campbell,Consumer,Florence,Alabama,35630,South
DC-13285,Debra Catini,Consumer,Cottage Grove,Minnesota,55016,Central
DD-13570,Dorothy Dickinson,Consumer,Houston,Texas,77041,Central
DE-13255,Deanra Eno,Home Office,Springfield,Ohio,45503,East
DF-13135,David Flashing,Consumer,Vallejo,California,94591,West
DG-13300,Deirdre Greer,Corporate,Philadelphia,Pennsylvania,19134,East
DH-13075,Dave Hallsten,Corporate,Richmond,Kentucky,40475,South
DH-13675,Duane Huffman,Home Office,Quincy,Massachusetts,2169,East
DJ-13420,Denny Joy,Corporate,Warner Robins,Georgia,31088,South
DJ-13510,Don Jones,Corporate,Murfreesboro,Tennessee,37130,South
DJ-13630,Doug Jacobs,Consumer,New York City,New York,10024,East
DK-12835,Damala Kotsonis,Corporate,Salinas,California,93905,West
DK-12895,Dana Kaydos,Consumer,Kenosha,Wisconsin,53142,Central
DK-12985,Darren Koutras,Consumer,Henderson,Kentucky,42420,South
DK-13090,Dave Kipp,Consumer,Seattle,Washington,98103,West
DK-13150,David Kendrick,Corporate,Decatur,Illinois,62521,Central
DK-13225,Dean Katz,Corporate,Philadelphia,Pennsylvania,19140,East
DK-13375,Dennis Kane,Consumer,Marion,Ohio,43302,East
DL-12865,Dan Lawera,Consumer,Cincinnati,Ohio,45231,East
DL-12925,Daniel Lacy,Consumer,Oceanside,California,92054,West
DL-13315,Delfina Latchford,Consumer,New York City,New York,10024,East
DL-13330,Denise Leinenbach,Consumer,Las Cruces,New Mexico,88001,West
DL-13495,Dionis Lloyd,Corporate,San Francisco,California,94110,West
DM-12955,Dario Medina,Corporate,Lincoln Park,Michigan,48146,Central
DM-13015,Darrin Martin,Consumer,Encinitas,California,92024,West
DM-13345,Denise Monton,Corporate,Roswell,Georgia,30076,South
DM-13525,Don Miller,Corporate,Houston,Texas,77070,Central
DN-13690,Duane Noonan,Consumer,San Francisco,California,94122,West
DO-13435,Denny Ordway,Consumer,Pembroke Pines,Florida,33024,South
DO-13645,Doug O'Connell,Consumer,Los Angeles,California,90036,West
DP-13000,Darren Powers,Consumer,New Albany,Indiana,47150,Central
DP-13105,Dave Poirier,Corporate,Salinas,California,93905,West
DP-13165,David Philippe,Consumer,New York City,New York,10035,East
DP-13390,Dennis Pardue,Home Office,Peoria,Illinois,61604,Central
DR-12880,Dan Reichenbach,Corporate,Chicago,Illinois,60623,Central
DR-12940,Daniel Raglin,Home Office,Franklin,Massachusetts,2038,East
DS-13030,Darrin Sayre,Home Office,Seattle,Washington,98115,West
DS-13180,David Smith,Corporate,Detroit,Michigan,48227,Central
DV-13045,Darrin Van Huff,Corporate,Los Angeles,California,90036,West
DV-13465,Dianna Vittorini,Consumer,Denver,Colorado,80219,West
DW-13195,David Wiener,Corporate,Houston,Texas,77095,Central
DW-13480,Dianna Wilson,Home Office,Lakeville,Minnesota,55044,Central
DW-13540,Don Weiss,Consumer,Seattle,Washington,98105,West
DW-13585,Dorothy Wardle,Corporate,Columbus,Ohio,43229,East
Dl-13600,Dorris liebe,Corporate,Pasadena,Texas,77506,Central
Dp-13240,Dean percer,Home Office,Murray,Utah,84107,West
EA-14035,Erin Ashbrook,Corporate,Charlotte,North Carolina,28205,South
EB-13705,Ed Braxton,Corporate,Akron,Ohio,44312,East
EB-13750,Edward Becker,Corporate,Seattle,Washington,98103,West
EB-13840,Ellis Ballard,Corporate,Seattle,Washington,98105,West
EB-13870,Emily Burns,Consumer,Orem,Utah,84057,West
EB-13930,Eric Barreto,Consumer,San Francisco,California,94110,West
EB-13975,Erica Bern,Corporate,Fairfield,California,94533,West
EB-14110,Eugene Barchas,Consumer,Philadelphia,Pennsylvania,19134,East
EB-14170,Evan Bailliet,Consumer,Wilmington,North Carolina,28403,South
EC-14050,Erin Creighton,Consumer,New York City,New York,10024,East
ED-13885,Emily Ducich,Home Office,San Diego,California,92037,West
EG-13900,Emily Grady,Consumer,Oceanside,New York,11572,East
EH-13765,Edward Hooks,Corporate,Watertown,New York,13601,East
EH-13945,Eric Hoffmann,Consumer,Los Angeles,California,90049,West
EH-13990,Erica Hackney,Consumer,Roswell,Georgia,30076,South
EH-14005,Erica Hernandez,Home Office,Denver,Colorado,80219,West
EH-14125,Eugene Hildebrand,Home Office,Aurora,Illinois,60505,Central
EH-14185,Evan Henry,Consumer,Decatur,Alabama,35601,South
EJ-13720,Ed Jacobs,Consumer,San Diego,California,92037,West
EJ-14155,Eva Jacobs,Consumer,Gulfport,Mississippi,39503,South
EK-13795,Eileen Kiefer,Home Office,Santa Ana,California,92704,West
EL-13735,Ed Ludwig,Home Office,Columbia,Maryland,21044,East
EM-13810,Eleni McCrary,Corporate,Los Angeles,California,90036,West
EM-13825,Elizabeth Moffitt,Corporate,Sioux Falls,South Dakota,57103,Central
EM-13960,Eric Murdock,Consumer,Philadelphia,Pennsylvania,19134,East
EM-14065,Erin Mull,Consumer,New York City,New York,10024,East
EM-14095,Eudokia Martin,Corporate,Los Angeles,California,90036,West
EM-14140,Eugene Moren,Home Office,Glendale,Arizona,85301,West
EM-14200,Evan Minnotte,Home Office,Virginia Beach,Virginia,23464,South
EN-13780,Edward Nazzal,Consumer,New York City,New York,10035,East
EP-13915,Emily Phan,Consumer,Chicago,Illinois,60653,Central
ER-13855,Elpida Rittenbach,Corporate,Saint Paul,Minnesota,55106,Central
ES-14020,Erica Smith,Consumer,San Francisco,California,94110,West
ES-14080,Erin Smith,Corporate,Melbourne,Florida,32935,South
FA-14230,Frank Atkinson,Corporate,Long Beach,California,90805,West
FC-14245,Frank Carlisle,Home Office,Lakewood,Ohio,44107,East
FC-14335,Fred Chung,Corporate,Mesquite,Texas,75150,Central
FG-14260,Frank Gastineau,Home Office,San Francisco,California,94110,West
FH-14275,Frank Hawley,Corporate,La Porte,Indiana,46350,Central
FH-14350,Fred Harton,Consumer,Seattle,Washington,98105,West
FH-14365,Fred Hopkins,Corporate,Philadelphia,Pennsylvania,19120,East
FM-14215,Filia McAdams,Corporate,Dublin,Ohio,43017,East
FM-14290,Frank Merwin,Home Office,Los Angeles,California,90032,West
FM-14380,Fred McMath,Consumer,Aurora,Colorado,80013,West
FO-14305,Frank Olsen,Consumer,New York City,New York,10035,East
FP-14320,Frank Preis,Consumer,Los Angeles,California,90008,West
FW-14395,Fred Wasserman,Corporate,Huntsville,Alabama,35810,South
GA-14515,George Ashbrook,Consumer,San Francisco,California,94122,West
GA-14725,Guy Armstrong,Consumer,Lorain,Ohio,44052,East
GB-14530,George Bell,Corporate,Auburn,New York,13021,East
GB-14575,Giulietta Baptist,Consumer,Philadelphia,Pennsylvania,19134,East
GD-14590,Giulietta Dortch,Corporate,Philadelphia,Pennsylvania,19143,East
GG-14650,Greg Guthrie,Corporate,Bristol,Tennessee,37620,South
GH-14410,Gary Hansen,Home Office,Glendale,Arizona,85301,West
GH-14425,Gary Hwang,Consumer,Tucson,Arizona,85705,West
GH-14485,Gene Hale,Corporate,Richardson,Texas,75080,Central
GH-14665,Greg Hansen,Consumer,Round Rock,Texas,78664,Central
GK-14620,Grace Kelly,Corporate,Hesperia,California,92345,West
GM-14440,Gary McGarr,Consumer,San Francisco,California,94122,West
GM-14455,Gary Mitchum,Home Office,Houston,Texas,77095,Central
GM-14500,Gene McClure,Consumer,Providence,Rhode Island,2908,East
GM-14680,Greg Matthias,Consumer,Seattle,Washington,98105,West
GM-14695,Greg Maxwell,Corporate,Los Angeles,California,90036,West
GP-14740,Guy Phonely,Corporate,Lancaster,Pennsylvania,17602,East
GR-14560,Georgia Rosenberg,Corporate,San Francisco,California,94110,West
GT-14635,Grant Thornton,Corporate,Burlington,North Carolina,27217,South
GT-14710,Greg Tran,Consumer,Houston,Texas,77070,Central
GT-14755,Guy Thornton,Consumer,Harlingen,Texas,78550,Central
GW-14605,Giulietta Weimer,Consumer,Seattle,Washington,98115,West
GZ-14470,Gary Zandusky,Consumer,Rochester,Minnesota,55901,Central
GZ-14545,George Zrebassa,Corporate,Lawrence,Massachusetts,1841,East
HA-14905,Helen Abelman,Consumer,New York City,New York,10024,East
HA-14920,Helen Andreada,Consumer,Pasadena,California,91104,West
HD-14785,Harold Dahlen,Home Office,Philadelphia,Pennsylvania,19143,East
HE-14800,Harold Engle,Corporate,Chicago,Illinois,60623,Central
HF-14995,Herbert Flentye,Consumer,Indianapolis,Indiana,46203,Central
HG-14845,Harry Greene,Consumer,Lake Charles,Louisiana,70601,South
HG-14965,Henry Goldwyn,Corporate,Los Angeles,California,90032,West
HG-15025,Hunter Glantz,Consumer,Amarillo,Texas,79109,Central
HH-15010,Hilary Holden,Corporate,San Francisco,California,94110,West
HJ-14875,Heather Jas,Home Office,Jacksonville,Florida,32216,South
HK-14890,Heather Kirkland,Corporate,Franklin,Tennessee,37064,South
HL-15040,Hunter Lopez,Consumer,Houston,Texas,77095,Central
HM-14860,Harry Marie,Corporate,Philadelphia,Pennsylvania,19120,East
HM-14980,Henry MacAllister,Consumer,New York City,New York,10009,East
HP-14815,Harold Pawlan,Home Office,Fort Worth,Texas,76106,Central
HR-14770,Hallie Redmond,Home Office,Los Angeles,California,90045,West
HR-14830,Harold Ryan,Corporate,Seattle,Washington,98103,West
HW-14935,Helen Wasserman,Corporate,San Diego,California,92105,West
HZ-14950,Henia Zydlo,Consumer,Columbus,Ohio,43229,East
IG-15085,Ivan Gibson,Consumer,San Diego,California,92024,West
IL-15100,Ivan Liston,Consumer,San Francisco,California,94122,West
IM-15055,Ionia McGrath,Consumer,Roseville,California,95661,West
IM-15070,Irene Maddox,Consumer,Seattle,Washington,98103,West
JA-15970,Joseph Airdo,Consumer,Phoenix,Arizona,85023,West
JB-15400,Jennifer Braxton,Corporate,Chicago,Illinois,60623,Central
JB-15925,Joni Blumstein,Consumer,Dublin,Ohio,43017,East
JB-16000,Joy Bell-,Consumer,Brownsville,Texas,78521,Central
JB-16045,Julia Barnett,Home Office,Columbus,Georgia,31907,South
JC-15340,Jasper Cacioppo,Consumer,Los Angeles,California,90032,West
JC-15385,Jenna Caffey,Consumer,Kent,Washington,98031,West
JC-15775,John Castell,Consumer,San Antonio,Texas,78207,Central
JC-16105,Julie Creighton,Corporate,Durham,North Carolina,27707,South
JD-15790,John Dryer,Consumer,Coppell,Texas,75019,Central
JD-15895,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,19140,East
JD-16015,Joy Daniels,Consumer,Chicago,Illinois,60610,Central
JD-16060,Julia Dunbar,Consumer,San Francisco,California,94109,West
JD-16150,Justin Deggeller,Corporate,Minneapolis,Minnesota,55407,Central
JE-15475,Jeremy Ellison,Consumer,Troy,New York,12180,East
JE-15610,Jim Epp,Corporate,Milwaukee,Wisconsin,53209,Central
JE-15715,Joe Elijah,Consumer,Broomfield,Colorado,80020,West
JE-15745,Joel Eaton,Consumer,Memphis,Tennessee,38109,South
JE-16165,Justin Ellison,Corporate,Franklin,Wisconsin,53132,Central
JF-15190,Jamie Frazer,Consumer,Los Angeles,California,90008,West
JF-15295,Jason Fortune-,Consumer,Seattle,Washington,98103,West
JF-15355,Jay Fein,Consumer,Austin,Texas,78745,Central
JF-15415,Jennifer Ferguson,Consumer,New York City,New York,10024,East
JF-15490,Jeremy Farry,Consumer,Seattle,Washington,98105,West
JF-15565,Jill Fjeld,Consumer,Dallas,Texas,75081,Central
JG-15115,Jack Garza,Consumer,Des Moines,Washington,98198,West
JG-15160,James Galang,Consumer,Los Angeles,California,90049,West
JG-15310,Jason Gross,Corporate,Providence,Rhode Island,2908,East
JG-15805,John Grady,Corporate,New York City,New York,10024,East
JH-15430,Jennifer Halladay,Consumer,Burlington,North Carolina,27217,South
JH-15820,John Huston,Consumer,Kent,Ohio,44240,East
JH-15910,Jonathan Howell,Consumer,Los Angeles,California,90032,West
JH-15985,Joseph Holt,Consumer,Saginaw,Michigan,48601,Central
JH-16180,Justin Hirsh,Consumer,Pueblo,Colorado,81001,West
JJ-15445,Jennifer Jackson,Consumer,Los Angeles,California,90004,West
JJ-15760,Joel Jenkins,Home Office,Springfield,Virginia,22153,South
JK-15205,Jamie Kunitz,Consumer,San Francisco,California,94122,West
JK-15325,Jason Klamczynski,Corporate,Dallas,Texas,75220,Central
JK-15370,Jay Kimmel,Consumer,Long Beach,California,90805,West
JK-15625,Jim Karlsson,Consumer,Seattle,Washington,98115,West
JK-15640,Jim Kriz,Home Office,New York City,New York,10009,East
JK-15730,Joe Kamberova,Consumer,Asheville,North Carolina,28806,South
JK-16090,Juliana Krohn,Consumer,Omaha,Nebraska,68104,Central
JK-16120,Julie Kriz,Home Office,Aurora,Illinois,60505,Central
JL-15130,Jack Lebron,Consumer,Houston,Texas,77036,Central
JL-15175,James Lanier,Home Office,Columbia,Tennessee,38401,South
JL-15235,Janet Lee,Consumer,Chicago,Illinois,60623,Central
JL-15505,Jeremy Lonsdale,Consumer,New York City,New York,10035,East
JL-15835,John Lee,Consumer,Mission Viejo,California,92691,West
JL-15850,John Lucas,Consumer,Philadelphia,Pennsylvania,19134,East
JM-15250,Janet Martin,Consumer,Charlotte,North Carolina,28205,South
JM-15265,Janet Molinari,Corporate,New York City,New York,10024,East
JM-15535,Jessica Myrick,Consumer,Philadelphia,Pennsylvania,19143,East
JM-15580,Jill Matthias,Consumer,Monroe,North Carolina,28110,South
JM-15655,Jim Mitchum,Corporate,Bridgeton,New Jersey,8302,East
JM-15865,John Murray,Consumer,Jamestown,New York,14701,East
JM-16195,Justin MacKendrick,Consumer,Los Angeles,California,90004,West
JO-15145,Jack O'Briant,Corporate,Philadelphia,Pennsylvania,19140,East
JO-15280,Jas O'Carroll,Consumer,Los Angeles,California,90004,West
JO-15550,Jesus Ocampo,Home Office,Chester,Pennsylvania,19013,East
JP-15460,Jennifer Patt,Corporate,Oceanside,New York,11572,East
JP-15520,Jeremy Pistek,Consumer,San Francisco,California,94110,West
JP-16135,Julie Prescott,Home Office,Columbus,Georgia,31907,South
